GRBname,breaknum,slopes,slopes_err,breaks,breaks_err,normal,normal_err,fluence,chisq,rchisq,n,npar,dof,deltaAIC,BIC,flare_count,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,pulse_count,total_flare_fluence,total_pulse_fluence
GRB161202A,4,"[2.0533784886754463, 5.999999999629257, 2.251693774166338, 0.8317476135964775, 1.379741254643177]","[1.0589473737657453, 5.390230073058588, 0.4104035141610954, 0.0884334596302859, 0.14808248303626692]","[72.14758388797267, 84.42074117440758, 207.03417829983877, 7608.537881780408]","[0.07662914630035832, 0.04893013807332759, 0.0973724953669237, 0.19939639946896678]",647943.388888262,2884299.037173955,"(8662.304735043208, [874.8074349185925, 777.7505398413749, 1756.1867297518427, 5253.560030531398])",58.96546979878706,0.9666470458817552,71,10,61,17.591548703578216,169.74401406057163,0,725036.0,118.496,0.7124746,,,3.68e-11,4.465163526436488e-07,1.37669,4.0,9,0.0,1.105618789402862e-06
GRB161022A,0,[1.6093384035992668],[0.15632561803344974],[],[],5166.042255007673,3781.915031424499,"(0.0, [])",16.056678683495008,5.352226227831669,5,2,3,12.387562958534067,6.492548435361291,1,718655.0,7.248,1.06949,,,3.79e-11,3.1796472425458974e-07,1.27379,3.0,1,4.790325004949816e-09,6.684938679870227e-08
GRB170111A,0,[0.6740303023791043],[0.03287869928371216],[],[],46.23357894610503,12.800054005262323,"(0.0, [])",59.22663092500101,3.290368384722278,20,2,18,27.81999059098395,-41.05597161880519,2,731887.0,29.876,9.71117,,,4.58e-11,5.091239665502241e-07,0.57776,3.0,1,5.7142320794680606e-08,5.805794932185988e-08
GRB170113A,5,"[0.269470227543784, 4.703892287162235, 0.5734633459590182, 1.1643888820657884, -0.19916447494261527, 1.4940216532605775]","[0.08095623892395472, 1.4710614965353823, 0.07731082836769065, 0.09271824674525198, nan, 0.4171611940175515]","[140.73400012295804, 177.65942831855554, 4736.050625208359, 35772.93575079411, 41000.780246151466]","[0.00564443869533371, 0.02956964789627854, 0.1492719626527783, 0.12926787025083447, 0.10338429208550612]",67.79753119254597,24.945836242157725,"(17670.62324285285, [1806.6969854939912, 392.6725470537996, 7606.401960798477, 7407.220584871724, 457.6311646348603])",179.3614453129947,1.1210090332062168,172,12,160,43.64742278277857,53.61389622655379,3,732526.0,20.296,4.332635,1.968,,3.9e-11,5.051007555804214e-07,1.95095,4.0,2,2.2020465063142278e-07,1.4283281202126661e-07
GRB170206B,0,[2.2750084130233454],[0.22874272504727128],[],[],143844.34821319138,198970.21719706024,"(0.0, [])",15.18344073224893,5.061146910749644,5,2,3,12.107965599094324,-2.2025008140465547,1,737125.0,13.36,2.677025,,,3.14e-11,2.0578323913309127e-08,1.26769,3.0,0,3.472810642232713e-08,0.0
GRB161105A,1,"[2.44902380597031, 0.8401527485163275]","[0.3593600018806337, 0.21492407067306182]",[1139.8334896591407],[0.12567085474262313],6382605.327132398,15491137.088511145,"(263.4439006823156, [263.4439006823156])",6.971804448522877,1.3943608897045754,9,4,5,10.991925500412895,-28.221427958846988,0,720697.0,177.696,25.07348,,,4.21e-11,4.32874354737723e-07,0.63975,2.0,9,0.0,6.806501968345975e-07
GRB161219B,3,"[1.910014739150172, 0.09328104828196676, 0.7538497047780867, 0.891390331181298]","[0.18132729780464513, 0.30654282651099096, 0.049523723357985126, 0.03759384707812332]","[175.05612581743793, 5131.931045326495, 67675.80948381065]","[0.2538190146332821, 0.0295369175543232, 0.3423728908819696]",52607.175347270175,44566.27864327052,"(48021.760597858134, [400.872940662763, 10757.38763641521, 36863.500020780164])",390.1422040221502,1.147477070653383,348,8,340,63.87285690152589,-826.3950959197795,2,727541.0,6.932,0.7931809,0.1475,,3.8499999999999996e-11,5.300910029348146e-07,0.84354,1.0,1,1.9229772405745758e-07,4.986863320547777e-07
GRB161108A,2,"[0.6261761595028882, 4.8006445219939895, 0.30431651387016473]","[0.03777466903823889, 0.1964651182689362, 0.10979496300477244]","[197.92235170687758, 814.1454684300388]","[0.00730711347156017, 0.053790614111616425]",1878.9695455822832,360.16777140217425,"(7110.338739310597, [3557.8581448862933, 3552.480594424303])",274.8334049710951,1.7731187417490006,161,6,155,104.21113952846164,950.0347996736724,3,721234.0,115.836,11.66004,0.5,+0.12-0.12,3.49e-11,4.519062521556685e-07,0.79529,3.0,2,2.7481266880585063e-07,4.2052982960767476e-08
GRB170311A,2,"[0.5236705933981439, 2.4199991557755967, 0.693968469608341]","[0.7041198529885208, 0.8323188689234073, 0.3922501452348077]","[303.01303731409035, 809.8338705244474]","[0.010751451433175314, 0.1812768942539977]",18.66717573941284,69.74867154720309,"(361.47204181608936, [211.07769310802868, 150.39434870806065])",6.08592959348711,1.217185918697422,11,6,5,14.161957274087364,-14.015314120255123,0,741965.0,9.0,2.828427,,,4.84e-11,5.633388295514935e-07,0.71606,3.0,0,0.0,0.0
GRB170208A,1,"[0.8282157111206233, 1.1756495300473073]","[0.12147028829686471, 0.07874096927714064]",[691.09182023768],[0.033262868344193536],352.715241750264,242.0294061843972,"(1728.013440412351, [1728.013440412351])",42.611666599414434,0.9066312042428604,51,4,47,3.0010043732789637,-7.33809803038981,0,737438.0,7.448,0.5432937,,,4.07e-11,4.268894965093178e-07,0.88149,4.0,1,0.0,2.2798434431920163e-07
GRB170318A,0,[1.51510294731043],[0.154759734746635],[],[],15732.74277806714,12578.552654226389,"(0.0, [])",38.973868231419885,1.2572215558522544,33,2,31,11.553837666614228,112.35340191625292,0,743065.0,116.916,31.52705,,,8.529999999999999e-11,4.529215086116993e-07,0.71352,4.0,2,0.0,3.0036758408092373e-07
GRB170208B,2,"[0.5898170068213088, 5.99999999931734, 0.7860224454647395]","[0.025050554090424563, 0.48587870106829345, 0.042980893594135025]","[214.3013009596354, 369.6143220918946]","[0.009484690924941825, 0.01933318714633833]",906.0622162990678,102.81344907569172,"(10389.80346315836, [8859.053006214861, 1530.7504569434982])",657.0060039419823,5.053892338015248,136,6,130,232.34158407139788,959.7372421205612,1,737463.0,128.136,5.718968,,,3.52e-11,4.518481383656453e-07,0.77559,4.0,6,1.0554567098271527e-06,1.5140584357913405e-06
GRB170306A,1,"[2.997697687571231, 0.2732429187179646]","[0.19924105602765513, 0.25800304513483735]",[671.0329692531111],[0.14386611380322648],15712644.84151687,16549169.65465502,"(522.692007102986, [522.692007102986])",22.751238753798923,1.5167492502532616,19,4,15,15.914818477047184,-20.50525447104362,0,741220.0,21.008,6.527453,,,3.94e-11,5.309239091599403e-07,0.8326,3.0,0,0.0,0.0
GRB170317A,2,"[2.7704777025861236, 0.5572301100414399, 1.450746052839675]","[0.47499589606097936, 0.09743040912725315, 0.2765639161543868]","[114.29008357901037, 3270.0529371225016]","[0.07136593854827745, 0.17543031342372215]",803582.9278450835,1688140.1200537495,"(1532.4979860496255, [124.6213880587016, 1407.876597990924])",36.78051618704896,0.919512904676224,46,6,40,8.140084773005249,-102.4325542170119,0,742866.0,11.952,4.874961,,,3.53e-11,5.341794861916915e-07,0.65715,1.0,1,0.0,4.0037073198747475e-07
GRB170330A,1,"[0.6670154855052588, 1.047499959386602]","[0.07811601683091293, 0.03421574535137094]",[458.7002622171944],[0.022138503468452423],331.10164279671864,143.80949584047514,"(3190.93866681949, [3190.93866681949])",154.20239711814452,1.0349154169002988,153,4,149,13.250914188158385,347.6488732116085,0,744773.0,144.468,2.18785,,,4.24e-11,4.486310054698105e-07,0.20692,4.0,4,0.0,7.03775476370615e-07
GRB170419A,0,[1.022012533684015],[0.25287558807361205],[],[],179.07752342624585,326.2952228394817,"(0.0, [])",13.025889344930915,1.860841334990131,9,2,7,9.589258444848705,-29.26342965909265,0,748898.0,7.776,1.751105,,,3.92e-11,,,1.0,1,0.0,
GRB170607A,4,"[0.46354902149119714, 2.843250779224002, 0.3678764537554613, 0.8411494817513944, 1.0896886949704572]","[0.028832371917673072, 0.08386797353752079, 0.07941638597694446, 0.08843382458699352, 0.14973203795110016]","[170.71738023292215, 793.5229097587935, 12215.530779629795, 104416.24126961402]","[0.010887559684463009, 0.030317974559465093, 0.1379243438280087, 0.04081601863033419]",1034.3862734420204,143.36181993173696,"(41627.37691076139, [12455.084394539197, 8322.369769872501, 7031.644363558431, 13818.278382791266])",496.6491578649556,1.3314990827478703,383,10,373,129.6549825185686,1219.5935023575537,1,756284.0,320.0,172.3253,0.557,,3.4e-11,4.45477812276985e-07,0.62245,4.0,1,1.1990281476679595e-07,9.15986020338884e-07
GRB170331A,1,"[2.892532419057487, 0.7936682017871466]","[0.45535265916191003, 0.14029365766717433]",[327.0847511878039],[0.10162387701230317],4390077.985239771,10040845.28362994,"(258.1710360943238, [258.1710360943238])",9.573645205334204,0.8703313823031095,15,4,11,5.916781390126767,-49.94010610787766,0,744791.0,17.616,2.476901,,,3.36e-11,5.273294549728636e-07,0.34321,3.0,1,0.0,1.675901306425948e-09
GRB170318B,0,[1.5235906433077142],[0.21847843032992245],[],[],3223.7460847937364,4467.545991066725,"(0.0, [])",41.83201355164192,10.45800338791048,6,2,4,18.08420535831906,29.86153825569687,2,743086.0,1.072,0.2218468,,,9.56e-11,3.7198146814891697e-07,0.45305,5.0,1,6.549052432977913e-08,2.1517063159397625e-08
GRB170629A,2,"[2.6431578350182616, 5.999999999999998, 0.41400154672084366]","[0.5558077860143081, 1.4750861921550897, 1.4510641341987822]","[84.66694035569873, 145.57263356772344]","[0.045256259971023505, 0.40290550221966115]",1598261.132196037,3790672.118343432,"(340.60307966310756, [137.72780838762816, 202.8752712754794])",17.753861027197487,2.219232628399686,14,6,8,23.160260625443705,1.4269047380023103,0,759159.0,34.428,12.76203,,,5.16e-11,,,4.0,3,0.0,
GRB170711A,3,"[2.4368214116574647, -0.00253425679316364, 0.757046364983878, -0.21331171912831795]","[0.883120672733331, nan, nan, nan]","[182.0052075297337, 1788.3926471567668, 18343.414136547675]","[0.13546148994333085, nan, 0.011901101403073253]",81345.19105323956,313956.7472435426,"(1980.3650358865177, [148.74282462893825, 407.8132232811938, 1423.8089879763857])",31.51039149209841,0.9002968997742403,43,8,35,11.483680698893805,-165.53483507367568,0,761622.0,31.212,7.390577,,,4.15e-11,5.341313876416978e-07,1.24037,1.0,1,0.0,4.133816117092549e-07
GRB170405A,4,"[0.6218624293709368, 1.7954980932494333, 0.9288747900478637, 0.94314389519374, 1.6984694820618573]","[0.028301839684041746, 0.08423222536998884, nan, 0.28558908214189166, 0.2191882093169461]","[229.00570648814724, 815.9538123870209, 2179.572740987129, 5475.112810521721]","[0.011495036561406095, 0.013000547362596497, nan, 0.020654390278358376]",1068.634318459851,151.89570347645952,"(18076.592124327442, [5240.983392663162, 6668.608306620163, 3088.9569850791886, 3078.04343996493])",316.3421270722364,1.7007641240442817,196,10,186,124.09121642199544,967.7675435454212,2,745797.0,165.312,32.89292,3.51,,3.61e-11,4.522669718962801e-07,1.13439,4.0,6,2.0999914745204119e-07,3.0618183088173165e-06
GRB170516A,5,"[2.236350561491819, 3.864557327402392, -0.299999999999982, 5.94917132305949, -0.2212862061475673, 1.4833564047247232]","[0.6936792756340733, 0.3869335642471047, 4.907609342884867, 19.862094570505665, nan, 0.7972004798151697]","[78.7258894488765, 384.00407853971456, 4766.0643047301055, 5505.288463352596, 14372.13146380578]","[0.06492347295196602, 1.2456510458621928, 0.0294676649291195, nan, nan]",427763.0027609584,1264534.1689919846,"(1857.2024781848393, [239.5511253808961, 668.6777353330012, 404.3604695459109, 56.31383280592109, 488.29931511910996])",15.153642311649891,0.7975601216657838,31,12,19,16.987860155625537,5.559818685578456,1,753110.0,36.768,11.61786,,,3.25e-11,7.490133337084726e-09,0.60719,3.0,2,1.1766004971567656e-09,2.5072981354987054e-09
GRB170626A,2,"[0.3007110364616156, 0.99805460677724, 1.1322238371347544]","[0.025607759288511327, nan, 0.01669265948739037]","[253.58065874608965, 571.8479676649437]","[nan, 0.03099750667212829]",164.9050730099762,18.01437236081817,"(7316.275039522516, [875.4405150007917, 6440.834524521724])",459.0525312244512,1.3115786606412891,356,6,350,108.55841262605674,1023.8465288427484,3,758766.0,12.948,0.3465948,,,3.71e-11,4.492971167244072e-07,0.9869,4.0,2,9.411133535147703e-07,2.085271943676241e-06
GRB170531B,0,[0.7726960374028944],[0.13438481484916104],[],[],56.68153842043391,60.414524720513775,"(0.0, [])",106.4580474451302,6.26223808500766,19,2,17,38.85621521287927,37.45542937990925,3,755354.0,170.296,9.106015,2.366,,3.38e-11,4.257919307913788e-07,0.73849,3.0,2,4.2677841931318164e-07,4.5060880515816764e-08
GRB170710A,2,"[2.2922622972388083, 6.0, 0.6036310747075543]","[0.4106025569930285, 1.0221588707825562, 0.09903398767473916]","[202.97426040167935, 378.4039392435824]","[0.033557772674074254, 0.05185371840862686]",2068130.2072312008,4208038.49649088,"(679.8594226583539, [267.70200848083715, 412.15741417751667])",87.27374180925354,4.8485412116251965,24,6,18,49.8882690863394,93.76774436048358,2,761119.0,33.12,10.86116,,,3.62e-11,6.546294744282314e-07,2.12182,3.0,0,1.1015089637021052e-07,0.0
GRB170519A,4,"[0.9477674831725481, 4.893212230492976, 0.5138853838217355, 1.0826092820578808, 3.6061279306463643]","[0.07523109029995677, 0.7747332470593206, 0.0667820535674066, 0.09684444701376611, 2.325268995443846]","[121.22972372601274, 247.8011926085992, 6323.387773421843, 61660.75171945401]","[0.013105625525996397, 0.04925327746113146, 0.02428029607828086, 0.021213408085755357]",6978.124313518523,2402.7557318006784,"(16453.189870223938, [4368.883265656707, 2160.4572342168835, 4366.536284503662, 5557.313085846686])",482.7930476956275,2.6821835983090416,190,10,180,207.45993526975224,842.3711668462525,3,753445.0,220.252,143.8385,0.818,,3.4e-11,,,3.0,1,9.755911543305238e-07,
GRB170714A,4,"[0.2673178494880906, 2.3022448177052253, 0.1353914728870595, 4.444293425140961, 3.484907524274189]","[0.008849921075098107, nan, 0.1193758907538485, nan, 0.6258244916979183]","[1380.2323637877048, 2293.6783314057316, 8774.548362824524, 18735.95618124496]","[0.006360864023468764, 0.010012648299373329, nan, 0.19938964275843687]",180.06022482347058,9.218198550300777,"(106216.21013449068, [29880.536048709353, 13367.495090752736, 47032.09801225268, 15936.080982775926])",1579.076560160779,4.843793129327543,336,10,326,550.1065677149021,3081.3300584219974,7,762535.0,459.216,94.60989,0.793,,3.82e-11,4.482315721216314e-07,1.42049,3.0,0,5.033907708613803e-06,0.0
GRB170604A,3,"[-0.29999999999849986, 5.999999999988756, 0.7429179994410545, 1.4773407717049676]","[nan, nan, 0.3200535284789452, 0.4111654266106486]","[2236.031289683056, 4214.871997533223, 31533.034429483938]","[nan, 0.043391026035658246, 0.1278701827126282]",2.727140354129557,1.164454139214463,"(60573.90892860113, [41929.92076718244, 11814.48419456437, 6829.50396685432])",109.84110264417362,2.153747110670071,59,8,51,61.26534087215156,-114.17678798795464,5,755867.0,26.528,2.839763,1.329,,3.66e-11,,,4.0,2,1.2049607285528706e-06,
GRB170728A,2,"[2.045232519784863, -0.2999713071665944, 1.3360685544090762]","[0.5514273415567535, nan, 0.7534490764229574]","[247.96885495334374, 900.7839207431663]","[0.07350359036424566, 0.28570621272193497]",29022.229745707813,79633.99123342702,"(453.0736253351359, [147.94218881593116, 305.1314365192047])",4.152187253623216,1.038046813405804,10,6,4,12.373408833469748,-17.513124354572824,0,765008.0,1.248,0.2468684,,,3.32e-11,,,1.0,1,0.0,
GRB170803A,1,"[0.6082501171776098, 1.2339978122548867]","[0.10877869247974861, 0.09277415132334935]",[969.1195072355357],[0.1334945941605417],74.52108363687984,47.418247425710085,"(1789.4590134761038, [1789.4590134761038])",73.37632761534324,1.1647036129419563,67,4,63,18.21526522559915,10.180020488935622,0,766081.0,3.82,0.2368121,,,3.72e-11,,,1.0,1,0.0,
GRB170728B,2,"[0.6715314663334976, 1.0960569957110513, 1.2838853947078717]","[0.08510106890625588, 0.0820933403896147, 0.09844249036920977]","[1888.3687817571001, 11244.643249625678]","[0.02909822633664195, 0.31006737677088164]",636.5838557037044,361.420511944536,"(21048.290324867325, [8611.696258334108, 12436.594066533216])",230.80156179699023,1.120395931053351,212,6,206,36.10061213370901,341.8485219694477,0,765130.0,47.68,26.4967,,,4.05e-11,,,1.0,3,0.0,
GRB170813A,2,"[1.285236048250293, 4.124928587501229, 1.0914302809310867]","[2.4254673685958803, 0.7561248650777883, 0.3891288409501863]","[188.0355856911367, 491.9116845435885]","[0.11590600353115008, 0.12165970027977381]",5218.298236402369,62888.19203129114,"(827.4681157927332, [471.0733351457502, 356.39478064698295])",7.655337207265437,1.5310674414530874,11,6,5,16.685616829247373,18.930426118742886,0,767563.0,72.544,12.10174,,,4.16e-11,2.8645827385803276e-08,1.37762,4.0,3,0.0,4.943252376311153e-09
GRB170804A,3,"[1.538122428262479, 3.1190645225339315, 1.8119164962889887, 0.4741234505825343]","[nan, 0.48755054898004424, 0.3656866341269384, 0.5576724018013555]","[127.89445133497532, 312.79558361732364, 2381.7587481879414]","[0.05278902434100673, 0.1465131218413263, 0.3471547371099438]",28902.279506664207,,"(1421.5942193167193, [252.29001776176216, 851.7525117174318, 317.5516898375255])",26.808745463761795,1.1655976288592085,31,8,23,20.75025219054536,53.39419521224852,0,766194.0,56.48,18.68044,,,3.26e-11,2.9971410702348504e-07,1.00948,3.0,3,0.0,6.007777386875637e-08
GRB170906B,0,[0.41259828384464936],[0.17814927669926914],[],[],12.183608071803944,12.796170620084135,"(0.0, [])",14.396731946269812,1.3087938132972556,13,2,11,7.498377478066154,9.323456302292527,0,770958.0,19.2,1.6,,,5.36e-11,,1.08989,,0,0.0,0.0
GRB170705A,5,"[0.5051952640014847, 1.7806666403062363, 0.385687694308259, 4.964555906969193, -0.3, 1.0222983456908359]","[nan, nan, nan, nan, 0.14472043112191182, 0.14202115457723352]","[452.9589812791062, 696.4474277318348, 10417.295508968804, 15403.065026134303, 46697.156158346465]","[nan, nan, 0.013009010173993366, 0.01326401823432177, 0.08063987137219979]",135.55728668620364,12.036164520860968,"(26066.516948847886, [3526.666378651492, 1021.2396803725925, 13881.846957768226, 2091.6757955891912, 5545.088136466384])",680.0918167294265,3.469856207803196,208,12,196,282.7755361207602,507.525615747017,5,760064.0,223.204,15.55201,2.01,,3.64e-11,4.508183496180231e-07,1.2015,4.0,7,7.771444069644745e-07,1.694885654484969e-06
GRB170906C,1,"[0.6031401661845852, 1.2529957653969102]","[0.1587073944972977, 0.6692261579697798]",[12908.285096785214],[0.21405520338534326],33.87226533491746,43.701409575443975,"(2171.5286869186084, [2171.5286869186084])",22.90745355485082,0.6544986729957377,39,4,35,-8.531543124563736,-137.39478039320392,0,770981.0,45.076,4.800244,,,3.37e-11,,,4.0,6,0.0,
GRB171001A,1,"[2.4374693352034953, -0.17424237855093683]","[0.9773443421623562, 0.2891764628304169]",[267.62409985084133],[0.09231349716618462],347752.96545382665,1833998.6730684373,"(57.946157474196085, [57.946157474196085])",11.032230383401382,0.9193525319501152,16,4,12,6.654629978870696,-14.126677134286645,0,775553.0,20.916,1.351077,,,3.1099999999999995e-11,3.073974865142451e-07,1.73678,3.0,2,0.0,2.938400985874394e-08
