GRBname,flarenum,indices,params,errors,fluence,peak_flux,stats,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,t_rise,duration,t_decay,t_start,t_peak,t_end,t_ratio,fluence_rise,fluence_decay,underlying_index,d_l,e_iso,L_p,L_iso,t_peak_z,t_start_z,t_end_z,afterglow_fluence
GRB090407A,3,"[0, 38, 178]","[231.54623357796848, 39.81822449491648, 78.57933843148078, 2.5445361754448985, 29.12148963220577]","[6.215346938257967, 6.407350011043555, 6.723101709130196, nan, nan]",1.0343517020431394e-07,9.84302126771312e-10,"[2777.089786474022, 10.285517727681562, 290, 20, 270, 715.913689391129, 3227.6991828869886]",348650.0,315.472,55.90866,1.4485,,3.38e-11,4.5453620922940157e-07,0.41884,3.0,85.10212672831054,253.0470540134644,167.94492728515385,146.44410684965794,231.54623357796848,399.49116086312233,1.9734515897742468,3.478622827310101e-08,6.864894193121293e-08,0.8992376476383924,3.2885827496490312e+28,5.741105634357298e+50,5.4633085388213216e+48,5.555131712766701e+48,94.56656466325035,59.809723034371224,163.15750903129359,6.25742365580112e-08
GRB090407A,4,"[0, 38, 178]","[296.20980402302536, 1.105422792558275, 32.467386491190915, 2.007751899033362, 19.70202319855053]","[nan, nan, 5.410027873076932, 1.042381900741836, 5.003448209000168]",1.9808126864889972e-08,6.657790382734184e-10,"[2777.089786474022, 10.285517727681562, 290, 20, 270, 715.913689391129, 3227.6991828869886]",348650.0,315.472,55.90866,1.4485,,3.38e-11,4.5453620922940157e-07,0.41884,3.0,2.8945199900532543,87.90950236258561,85.01498237253236,293.3152840329721,296.20980402302536,381.2247863955577,29.37101234908667,6.52205012402323e-10,1.915592185248765e-08,0.8992376476383924,3.2885827496490312e+28,1.0994379235365831e+50,3.69536568685328e+48,3.062210208716903e+48,120.97602778150923,119.7938672791391,155.6972784952247,6.25742365580112e-08
GRB090201A,1,"[99, 106, 107]","[43633.13609763143, 391.0552569895513, 6437.915000000001, 1.0, 0.052392082914986676]","[nan, nan, 2647.7368119815196, nan, 0.00537034989029594]",1.486893581791584e-08,2.1120807613307916e-12,"[2497.8362177439876, 18.923001649575664, 137, 5, 132, 412.8318134815097, 1923.6731277633298]",341749.0,74.264,1.680663,2.1,,4.16e-11,5.377947386358104e-07,0.69286,2.0,2701.314015843287,47172.855342731586,44471.5413268883,40931.822081788145,43633.13609763143,88104.67742451973,16.46292917671229,8.514573555048882e-10,1.4017478462410952e-08,-0.2999999298201723,5.200938821549492e+28,1.6303901670983798e+50,2.3159126837054676e+46,1.0714232753739238e+46,14075.205192784333,13203.813574770369,28420.863685328943,4.343702606161994e-07
GRB081210A,1,"[6, 39, 97]","[135.47154543515148, 5.5647786825864545, 23.802305277266342, 1.273132664049965, 72.93055028960848]","[1.3250113816710525, 1.4927363348048894, 2.7120935875115877, nan, 4.718136781531985]",7.108539472503288e-08,2.6081834731561084e-09,"[2988.7084915761016, 17.580638185741773, 185, 15, 170, 560.3576657796841, 3556.635965539981]",337073.0,145.908,7.028237,,,3.58e-11,4.504111114928921e-07,0.98455,4.0,25.39317069746602,134.00773299626601,108.6145622988,110.07837473768546,135.47154543515148,244.08610773395148,4.27731391218658,1.3469994732341548e-08,5.761539999269132e-08,0.6510987891675064,,,,,,,,1.5514852254987398e-07
GRB081210A,2,"[6, 39, 97]","[104.87598592814294, 0.5158977779122051, 163.73899999999998, 1.000000000061709, 5.003099397174396]","[nan, nan, nan, nan, 1.0296507636421994]",2.9390440987298045e-08,1.7594082539256973e-10,"[2988.7084915761016, 17.580638185741773, 185, 15, 170, 560.3576657796841, 3556.635965539981]",337073.0,145.908,7.028237,,,3.58e-11,4.504111114928921e-07,0.98455,4.0,3.563695598363182,1134.632637088726,1131.0689414903627,101.31229032977976,104.87598592814294,1235.9449274185056,317.3865192105259,9.23106027476054e-11,2.929813038455044e-08,0.6510987891675064,,,,,,,,1.5514852254987398e-07
GRB081210A,3,"[6, 39, 97]","[208.56901047026798, 29.529409082992732, 29.529409083063673, 2.999999999948694, 11.729620064527266]","[12.217871700364316, 15.940755021816473, 14.137771616070456, nan, 1.1187466220663573]",2.2143795535783802e-08,4.1991684062357235e-10,"[2988.7084915761016, 17.580638185741773, 185, 15, 170, 560.3576657796841, 3556.635965539981]",337073.0,145.908,7.028237,,,3.58e-11,4.504111114928921e-07,0.98455,4.0,56.23850114717675,112.47700229448861,56.238501147311865,152.33050932309123,208.56901047026798,264.80751161757985,1.0000000000024025,1.1071897593977765e-08,1.1071897941806036e-08,0.6510987891675064,,,,,,,,1.5514852254987398e-07
GRB081210A,4,"[97, 109, 145]","[292.68876391723654, 9.022192943430104, 82.31169083601077, 2.9999999999968896, 6.535174535171055]","[5.2101516470889315, 8.024379338763774, nan, nan, nan]",1.9079741758075568e-08,2.3395574285789954e-10,"[5663.927983415064, 32.36530276237179, 185, 10, 175, 663.261085116684, 6205.7536782535535]",337073.0,145.908,7.028237,,,3.58e-11,4.504111114928921e-07,0.98455,4.0,17.182687495298467,173.94458227108095,156.76189477578248,275.5060764219381,292.68876391723654,449.450658693019,9.123246571217438,1.884745288997731e-09,1.7194996469077838e-08,0.6510987891675064,,,,,,,,1.5514852254987398e-07
GRB081210A,5,"[97, 109, 145]","[381.9134171578136, 11.844853539570924, 45.62311572182127, 2.122234354271762, 7.111149472405406]","[15.038992989082974, 14.942907621348809, 20.032795568792096, 1.4130785988037573, 2.0304429796552776]",1.2954754771407608e-08,2.5457913762302455e-10,"[5663.927983415064, 32.36530276237179, 185, 10, 175, 663.261085116684, 6205.7536782535535]",337073.0,145.908,7.028237,,,3.58e-11,4.504111114928921e-07,0.98455,4.0,29.446014217657137,142.86395642441505,113.41794220675791,352.4674029401565,381.9134171578136,495.33135936457154,3.8517247654776816,2.6701338479365266e-09,1.028462092347108e-08,0.6510987891675064,,,,,,,,1.5514852254987398e-07
GRB090429B,1,"[0, 2, 6]","[374.8136652603686, 48.699036910634625, 678.6085198488523, 2.578247721702009, 0.19008759264606104]","[nan, nan, nan, nan, nan]",4.234932499073103e-09,6.5453455047711955e-12,"[207.6780492069301, 20.76780492069301, 15, 5, 10, 55.501059208203266, 140.43169455565774]",350854.0,5.58,0.9943702,9.38,+0.14-0.32,3.45e-11,5.845044198218587e-07,1.03361,1.0,103.05424180540427,1539.088523634075,1436.0342818286706,271.75942345496435,374.8136652603686,1810.8479470890393,13.934742099605291,2.8356244593478935e-10,3.951370053138314e-09,-0.3,3.0567960997381135e+29,4.790622435822641e+50,7.404198067438073e+47,3.230916228679628e+48,36.10921630639389,26.181061989880956,174.4554862320847,1.2316931020625203e-09
GRB090621A,1,"[0, 55, 151]","[239.68569595705765, 10.671025043974517, 57.927235317000076, 1.6821192837251817, 295.7180720349538]","[1.0575058786415934, 0.9316408502881145, 2.906527762265939, 0.10564583707115484, 19.91872769912998]",1.1281308395609518e-06,1.8410839995764912e-08,"[1222.7412472240994, 6.435480248547892, 195, 5, 190, 373.0561614476545, 2081.606584403654]",355303.0,219.236,72.37849,,,6.23e-11,4.921714193653741e-07,0.78142,4.0,33.6652632877954,216.4158069745097,182.7505436867143,206.02043266926225,239.68569595705765,422.43623964377196,5.428460253657559,1.754900451545564e-07,9.526407944063955e-07,0.7401324311273191,,,,,,,,8.683702345124522e-08
GRB090516A,1,"[58, 72, 109]","[214.45841497179228, 2.180368116384537, 30.743899982713817, 1.000000002383752, 63.25168940610903]","[0.8440644219291146, 3.3852871300471845, nan, nan, nan]",6.886236361167313e-08,2.093616543192389e-09,"[14284.812254944341, 36.72188240345589, 394, 5, 389, 1429.728894290715, 15788.31779682355]",352190.0,181.008,41.25514,4.109,,3.31e-11,4.513329863807186e-07,2.04394,4.0,15.06144929669233,227.43278572039927,212.37133642370694,199.39696567509995,214.45841497179228,426.8297513954992,14.10032542288916,4.5603242726064755e-09,6.430203933906666e-08,3.5883170464312157,1.1699251136618665e+29,2.318312697524998e+51,7.048346239176353e+49,5.207806576408152e+49,41.97659326126293,39.02857030242708,83.54467633499691,1.0019443564331884e-06
GRB090516A,2,"[128, 154, 201]","[265.11259003063634, 9.206799546552725, 18.473081165593573, 3.0, 78.17532847205021]","[15.793992371400343, 20.13730314607737, 15.892292585863476, 1.0071560196414302, 4.935780276014744]",6.3953197675725e-08,2.5875886426252503e-09,"[12177.358099683825, 31.71187005125996, 394, 10, 384, 1381.9362777822546, 13710.745396109522]",352190.0,181.008,41.25514,4.109,,3.31e-11,4.513329863807186e-07,2.04394,4.0,17.534269155190685,52.71609055201722,35.181821396826535,247.57832087544566,265.11259003063634,300.2944114274629,2.0064606677040557,2.1271922130746026e-08,4.2681275544978975e-08,3.5883170464312157,1.1699251136618665e+29,2.1530412614798296e+51,8.71134723170133e+49,2.086628141372963e+50,51.8912879292692,48.45925247121661,58.777532086017395,1.0019443564331884e-06
GRB090516A,3,"[128, 154, 201]","[272.1792913809281, 5.380992334890125, 28.54212090286831, 1.9290159323560767, 188.27534704350268]","[1.7901418545403431, 2.0082848270023135, 3.2643672125904515, 0.37463728819713243, 22.038785586098516]",1.874682770563938e-07,6.231065087623384e-09,"[12177.358099683825, 31.71187005125996, 394, 10, 384, 1381.9362777822546, 13710.745396109522]",352190.0,181.008,41.25514,4.109,,3.31e-11,4.513329863807186e-07,2.04394,4.0,14.654595514356743,92.38621282987236,77.73161731551562,257.52469586657134,272.1792913809281,349.9109086964437,5.304248570993576,2.9736814964307114e-08,1.5773146209208668e-07,3.5883170464312157,1.1699251136618665e+29,6.311286227899671e+51,2.0977434630624966e+50,3.490170270072317e+50,53.27447472713409,50.40608648787852,68.48911894626026,1.0019443564331884e-06
GRB090607A,1,"[2, 5, 14]","[110.64960850895525, 5.72855713530275, 23.760050042684824, 2.999999999996341, 8.306903872263447]","[28.964919300691683, 28.31424524669503, 42.219897458566095, nan, 5.172711546126075]",9.536308248072788e-09,3.6217667652069593e-10,"[361.62098274315156, 22.601311421446972, 21, 5, 16, 75.47816657393963, 424.44448208709366]",354299.0,2.292,0.127122,,,4.36e-11,3.120679397324185e-07,1.38286,5.0,10.909986925801505,56.160794275631886,45.25080734983038,99.73962158315375,110.64960850895525,155.90041585878564,4.1476500070604825,1.8525556403487816e-09,7.683752607724007e-09,0.5149599959224272,,,,,,,,3.6587929307633536e-08
GRB090429A,1,"[10, 33, 61]","[82.20451945645446, 3.1072352583252667, 50.76723675914929, 1.4491623130414708, 22.243618857203394]","[2.5935370823759647, 4.575065855317319, 9.848588415734664, nan, 2.4181918966925395]",3.530244118465261e-08,7.215072599963604e-10,"[2754.71827655592, 29.30551358038213, 104, 10, 94, 371.2886702129832, 3296.107595341724]",350853.0,184.0,48.50773,,,3.25e-11,4.802728287161364e-07,0.97457,3.0,11.791303180533433,204.4422711628192,192.65096798228575,70.41321627592103,82.20451945645446,274.8554874387402,16.338394919769193,2.036084500793335e-09,3.326635668385928e-08,1.5518683215767894,,,,,,,,1.6380106497504469e-07
GRB090429A,2,"[10, 33, 61]","[131.34590894477932, 5.282625596776887, 5.282625596776578, 3.0, 10.212712639263714]","[7.5722223201190655, 9.30807828141843, 7.626531387466896, 3.553071093852636, 5.6115555656431235]",3.1311555284985567e-09,3.3184859763486115e-10,"[2754.71827655592, 29.30551358038213, 104, 10, 94, 371.2886702129832, 3296.107595341724]",350853.0,184.0,48.50773,,,3.25e-11,4.802728287161364e-07,0.97457,3.0,10.060714213623541,20.1214284272465,10.060714213622958,121.28519473115578,131.34590894477932,141.40662315840228,0.999999999999942,1.565577757482601e-09,1.565577771015956e-09,1.5518683215767894,,,,,,,,1.6380106497504469e-07
GRB090429A,3,"[63, 72, 91]","[166.4335284729876, 6.615075712904013, 29.19041886304177, 2.9999999999999387, 22.63891956575349]","[5.330503772070602, 5.754526118738466, 2.0639129212934417, nan, nan]",2.3522803453840447e-08,7.357641977002995e-10,"[3510.2578801599248, 35.4571503046457, 104, 5, 99, 381.10579311078584, 4028.425244450022]",350853.0,184.0,48.50773,,,3.25e-11,4.802728287161364e-07,0.97457,3.0,12.598353797705471,68.191251037331,55.59289723962553,153.83517467528213,166.4335284729876,222.02642571261313,4.412711226585066,4.345844822304166e-09,1.9176958631536284e-08,1.5518683215767894,,,,,,,,1.6380106497504469e-07
GRB090429A,4,"[94, 100, 103]","[278.75220777978706, 21.434676072915867, 22585.84826534124, 2.9999955130736224, 0.11192237504917217]","[269.90702108940553, 241.35591089797055, 1.0785881594781615e-08, 10.720214087349838, 0.7977589747360857]",7.342589543702178e-08,7.667074940174097e-13,"[4407.490916831543, 44.52011027102568, 104, 5, 99, 404.77786434233116, 4925.65828112164]",350853.0,184.0,48.50773,,,3.25e-11,4.802728287161364e-07,0.97457,3.0,40.82219230971154,43055.41397943439,43014.59178712468,237.93001547007552,278.75220777978706,43293.34399490446,1053.7060690121625,6.961735367730268e-11,7.335627808334448e-08,1.5518683215767894,,,,,,,,1.6380106497504469e-07
GRB090417B,1,"[312, 597, 802]","[1360.119587551245, 43.51523290341578, 342.55723921643386, 2.9999999999994253, 28.77840921728343]","[nan, nan, nan, nan, nan]",5.545590238177686e-07,1.6087130517445465e-09,"[16184.495948961492, 17.785160383474167, 925, 15, 910, 2692.4870915216557, 19885.328603974303]",349450.0,266.94,35.38965,0.345,,5.59e-11,4.470866896726653e-07,1.01469,3.0,82.87438020360582,735.2716441072964,652.3972639036906,1277.2452073476393,1360.119587551245,2012.5168514549357,7.872122389342528,6.250578913394208e-08,4.920532346838265e-07,1.0967999109535387,5.708789915735791e+27,1.6885871446950561e+50,4.89840046236744e+47,3.088858012975987e+47,1011.2413290343829,949.6246894777987,1496.2950568438184,8.302993908971549e-07
GRB090417B,2,"[312, 597, 802]","[1519.634325337388, 22.245270407423853, 480.85971028535533, 1.6642370179175088, 25.551136335402752]","[8.513604495393057, 8.894493777965408, 22.1966501296546, 0.1643916416874183, 1.1173936616101128]",6.419516713502677e-07,1.4282612885332658e-09,"[16184.495948961492, 17.785160383474167, 925, 15, 910, 2692.4870915216557, 19885.328603974303]",349450.0,266.94,35.38965,0.345,,5.59e-11,4.470866896726653e-07,1.01469,3.0,71.05179808423009,1606.9264544172165,1535.8746563329864,1448.5825272531579,1519.634325337388,3055.5089816703744,21.616267254943306,2.8384508617379523e-08,6.135671627328882e-07,1.0967999109535387,5.708789915735791e+27,1.9546906518534513e+50,4.3489395132002805e+47,1.636079186770481e+47,1129.8396470909947,1077.0130314149874,2271.7538897177506,8.302993908971549e-07
GRB090417B,3,"[312, 597, 802]","[1674.6500323883363, 34.82902459429091, 78.10524317857751, 1.3913555761845635, 16.18392448918797]","[18.75329828580378, 17.895020986101674, 43.8718799490133, 0.852374085525359, 5.336938309235058]",9.317014868672511e-08,9.038265278953924e-10,"[16184.495948961492, 17.785160383474167, 925, 15, 910, 2692.4870915216557, 19885.328603974303]",349450.0,266.94,35.38965,0.345,,5.59e-11,4.470866896726653e-07,1.01469,3.0,139.6987525661575,452.97783999464104,313.27908742848354,1534.9512798221788,1674.6500323883363,1987.9291198168198,2.2425331770956447,2.8733752854860072e-08,6.443639583186503e-08,1.0967999109535387,5.708789915735791e+27,2.836955284915339e+49,2.752078300938517e+47,8.423601601032564e+46,1245.0929608835215,1141.22771733991,1478.0142154771895,8.302993908971549e-07
GRB090618A,1,"[780, 802, 929]","[1903.8297511427395, 2.8617666666718953, 704.4329999999994, 2.5538365442858755, 3.805515746221135]","[4.033846483298035, nan, 165.22044225086793, 2.4898082630157514, 0.6396965215239714]",9.102854394054244e-08,1.4499007985268782e-10,"[46699.82755575646, 35.70323207626641, 1313, 5, 1308, 4704.291720595326, 50350.137319868714]",355083.0,113.34,0.5803447,0.54,,3.8099999999999996e-11,4.5086831465604934e-07,0.41855,2.0,6.099461431829695,1507.501362868094,1501.4019014362643,1897.7302897109098,1903.8297511427395,3405.231652579004,246.153192083695,3.683081731147038e-10,9.066023576742774e-08,1.163234363387973,9.731862062552348e+27,7.034911341673097e+49,1.120519249271959e+47,7.186569599887334e+46,1236.253085157623,1232.292395916175,2211.1893847915608,7.223605577599415e-06
GRB090715B,1,"[3, 24, 46]","[75.86702342872412, 10.406788518343667, 10.40678852971272, 2.9999999971163276, 236.9664638014029]","[2.620044191376312, 2.724009348347076, 3.645070337196538, 0.14121615241404384, 24.653875801641462]",1.457679162585956e-07,7.843584814559422e-09,"[18878.277736064818, 39.085461151272916, 493, 10, 483, 1827.215026217665, 21920.12912919329]",357512.0,266.4,11.59671,3.0,,3.31e-11,4.643951593672786e-07,0.61974,4.0,19.819637661504743,39.639275344661755,19.819637683157012,56.04738576721938,75.86702342872412,95.68666111188114,1.0000000010924655,7.288395698282921e-08,7.288395927576639e-08,1.1815081102858076,8.02757763485211e+28,2.9510790768503346e+51,1.5879378417321919e+50,2.9779344361780903e+50,18.96675585718103,14.011846441804845,23.921665277970284,0.0
GRB090715B,2,"[3, 24, 46]","[64.29865302180443, 1.0148388796251973, 37.241499999999995, 1.0, 47.51615356680816]","[8.166924878525629, 18.43400079851644, 6.722464756023011, 0.05613591524621534, 4.846559875634548]",6.010883282831869e-08,1.5378576927673794e-09,"[18878.277736064818, 39.085461151272916, 493, 10, 483, 1827.215026217665, 21920.12912919329]",357512.0,266.4,11.59671,3.0,,3.31e-11,4.643951593672786e-07,0.61974,4.0,7.010258628047275,264.2654268502605,257.25516822221323,57.28839439375715,64.29865302180443,321.5538212440176,36.696958253860075,1.5945280257399797e-09,5.851430480257872e-08,1.1815081102858076,8.02757763485211e+28,1.2169064595727578e+51,3.113400929905608e+49,1.8419457650240231e+49,16.074663255451107,14.322098598439288,80.3884553110044,0.0
GRB090715B,3,"[46, 341, 416]","[101.55967359783519, 2.1074722235048275, 139.01828988224884, 3.0, 43.31495793229336]","[nan, nan, 10.298117981770003, nan, 3.7051325823808496]",1.8066439229327153e-07,1.4337250461518022e-09,"[6158.505032556028, 12.883901741749012, 493, 15, 478, 1290.0974522956237, 9231.35897155472]",357512.0,266.4,11.59671,3.0,,3.31e-11,4.643951593672786e-07,0.61974,4.0,4.013662404310523,268.7727787470109,264.7591163427004,97.54601119352466,101.55967359783519,366.31878994053557,65.96447076823378,2.6979139214150222e-09,1.779664783718565e-07,1.1815081102858076,8.02757763485211e+28,3.657560056512885e+51,2.902583843037798e+49,5.443348948601161e+49,25.389918399458796,24.386502798381166,91.57969748513389,0.0
GRB090715B,4,"[46, 341, 416]","[179.42253557742043, 26.790566089881004, 42.01120187422353, 3.0, 87.58403723029338]","[7.07649312742553, 6.29543409468744, 11.632109494607253, nan, 4.620490363341019]",1.780954788832075e-07,2.8990316021106297e-09,"[6158.505032556028, 12.883901741749012, 493, 15, 478, 1290.0974522956237, 9231.35897155472]",357512.0,266.4,11.59671,3.0,,3.31e-11,4.643951593672786e-07,0.61974,4.0,51.022398637514215,131.03236490983338,80.00996627231916,128.40013693990622,179.42253557742043,259.4325018497396,1.5681341608564017,6.934819732319676e-08,1.0874728156001077e-07,1.1815081102858076,8.02757763485211e+28,3.6055522703740527e+51,5.869104617602776e+49,1.1006600614604255e+50,44.85563389435511,32.100034234976555,64.8581254624349,0.0
GRB090715B,5,"[46, 341, 416]","[267.74522551135226, 24.543853045526504, 40.63064644132791, 1.9457454819496272, 324.63944465857566]","[2.8439545440983958, 2.6604058913787596, 3.296737141978703, 0.20530635012919374, 27.67475305091937]",6.208970133690927e-07,1.0745151997219479e-08,"[6158.505032556028, 12.883901741749012, 493, 15, 478, 1290.0974522956237, 9231.35897155472]",357512.0,266.4,11.59671,3.0,,3.31e-11,4.643951593672786e-07,0.61974,4.0,66.26941081041429,175.97382419321116,109.70441338279687,201.47581470093797,267.74522551135226,377.44963889414913,1.6554306435082526,2.3382158194558367e-07,3.870754314235091e-07,1.1815081102858076,8.02757763485211e+28,1.2570092459727703e+52,2.1753616330988153e+50,2.8572641453597825e+50,66.93630637783806,50.36895367523449,94.36240972353728,0.0
GRB090709A,1,"[1, 12, 61]","[82.12188457178787, 6.863774488982665, 22.061511840991788, 2.9999999999999845, 93.52803782403848]","[3.547684734291503, 3.835744838691688, 4.637084177320476, 2.4202821584737917, 21.202079830226488]",9.855530349826368e-08,3.8159338783909385e-09,"[14586.287238699355, 31.43596387650723, 469, 5, 464, 1627.0897618448864, 15868.822746139487]",356890.0,88.744,1.120514,1.8,+0.54-0.66,4.08e-11,4.461001969877862e-07,0.17126,2.0,13.071998440046045,55.08795465093351,42.01595621088747,69.04988613174183,82.12188457178787,124.13784078267534,3.214195320141078,2.3386505257820104e-08,7.516879824044359e-08,1.7429711493656528,4.302659992363269e+28,8.188528954514439e+50,3.170492499398298e+49,4.162049801617003e+49,29.329244489924243,24.660673618479226,44.334943136669764,1.4617417140837155e-06
GRB090709A,2,"[145, 262, 292]","[273.7028888208417, 24.513791948463435, 52.35636689991294, 1.8972208979403982, 16.119933442734283]","[8.916584138054063, 11.750016161513994, 33.82390849833807, 0.6697780945295749, 3.755857441824351]",4.485446167346466e-08,6.574472928301541e-10,"[12847.87681193171, 27.991017019459065, 469, 10, 459, 1582.6534262068128, 14161.165333214076]",356890.0,88.744,1.120514,1.8,+0.54-0.66,4.08e-11,4.461001969877862e-07,0.17126,2.0,67.89126155390335,212.89289192944875,145.0016303755454,205.81162726693833,273.7028888208417,418.7045191963871,2.1357922515612566,1.4304027916017933e-08,3.055043375744672e-08,0.660715386929814,4.302659992363269e+28,3.7267609668392365e+50,5.462441900452059e+48,4.9014932403698694e+48,97.75103172172918,73.50415259533513,149.53732828442398,1.4617417140837155e-06
GRB090709A,3,"[145, 262, 292]","[402.98853943750555, 43.42310019789992, 130.39548599072873, 1.913567107981239, 23.827506223158387]","[13.743355443474549, 16.256078642700793, 64.00169877662177, 0.8842653903180868, 2.5031171070336287]",1.4988041178629497e-07,9.721057771559494e-10,"[12847.87681193171, 27.991017019459065, 469, 10, 459, 1582.6534262068128, 14161.165333214076]",356890.0,88.744,1.120514,1.8,+0.54-0.66,4.08e-11,4.461001969877862e-07,0.17126,2.0,119.21889160011028,477.2220106455861,358.00311904547584,283.76964783739527,402.98853943750555,760.9916584829814,3.0029059508983447,3.7442898927530486e-08,1.1243751285876448e-07,0.660715386929814,4.302659992363269e+28,1.2452907637266275e+51,8.076801572867657e+48,7.306482225573781e+48,143.9244783705377,101.34630279906975,271.78273517249335,1.4617417140837155e-06
GRB090727A,1,"[0, 10, 22]","[265.0331850344638, 44.09831179190043, 163.668, 1.0, 32.19965184902313]","[13.034212314403089, 21.728758617880466, 238.18045099444947, 0.4604407922241224, 5.817320331542242]",0.0,1.596886394219426e-09,"[248.6758484826301, 8.289194949421004, 35, 5, 30, 84.02334986846441, 268.72869103707836]",358520.0,301.88,22.92145,,,4.97e-11,4.359034066588277e-07,1.98712,3.0,304.6203460747004,1435.198837075149,1130.5784910004486,-39.587161040236595,265.0331850344638,1395.6116760349123,3.7114345957810806,0.0,2.616597684767503e-07,0.6013794359320163,,,,,,,,0.0
GRB090807A,1,"[20, 50, 108]","[186.17213604033768, 8.027816296581257, 12.643742494762703, 2.8402659563647417, 89.67410413410741]","[2.1338140077006025, 2.0903120992220217, 2.572890828259804, nan, 5.8840535556791185]",5.63117469866778e-08,3.057880070662714e-09,"[3500.2822374367993, 22.15368504706835, 168, 10, 158, 540.46464687846, 4104.1893762684695]",359378.0,146.352,13.19631,,,3.41e-11,4.549737488616053e-07,0.74156,3.0,15.852980639291246,40.82129052239324,24.968309883101995,170.31915540104643,186.17213604033768,211.14044592343967,1.5749915079829604,2.1868711558643034e-08,3.4443035428034766e-08,1.8655350162436297,,,,,,,,1.8643677928444373e-07
GRB090807A,2,"[20, 50, 108]","[207.6321047504545, 23.212679191763435, 23.212679191769496, 1.8415177515003969, 31.39147489793995]","[nan, nan, nan, nan, 4.757348709450401]",4.41383111863681e-08,1.0702053198076882e-09,"[3500.2822374367993, 22.15368504706835, 168, 10, 158, 540.46464687846, 4104.1893762684695]",359378.0,146.352,13.19631,,,3.41e-11,4.549737488616053e-07,0.74156,3.0,66.29956671732748,132.59913343467227,66.29956671734479,141.332538033127,207.6321047504545,273.9316714677993,1.0000000000002611,2.2069154952338975e-08,2.2069156234029126e-08,1.8655350162436297,,,,,,,,1.8643677928444373e-07
GRB090807A,3,"[133, 143, 150]","[6223.384265507786, 445.72241011204704, 974.016568102346, 2.002790600151993, 0.23482080568047342]","[278.08901139453076, 415.9130852542428, 320.0645927832526, 2.043482261686491, 0.11423075778040125]",1.00727050431005e-08,7.986269920092049e-12,"[6919.480417515577, 42.450800107457525, 168, 5, 163, 639.7220878164069, 7497.767736450231]",359378.0,146.352,13.19631,,,3.41e-11,4.549737488616053e-07,0.74156,3.0,1169.898527453969,3726.4236715503857,2556.5251440964166,5053.485738053817,6223.384265507786,8779.909409604203,2.1852537498787523,3.162292721150282e-09,6.910412321950217e-09,-0.29999999746196293,,,,,,,,1.8643677928444373e-07
GRB090809A,1,"[6, 18, 30]","[179.42494954750077, 3.586987547803504, 3.5869875486163814, 3.0, 83.41588976293255]","[1.6776620062909808, 2.4455412699788797, 1.8964196128200705, 0.39348060344964125, 8.541996015733698]",1.955645246851105e-08,3.052972938947145e-09,"[1740.819508804334, 22.035689984864987, 89, 10, 79, 295.24704357328324, 1799.563825209028]",359530.0,8.868,2.874849,2.737,,3.66e-11,,,3.0,6.8313863901874186,13.662772781922968,6.831386391735549,172.59356315731335,179.42494954750077,186.25633593923632,1.0000000002266203,9.778226212182037e-09,9.778226256329015e-09,1.070203770229004,7.184405502610755e+28,3.394364811763887e+50,5.298969192861264e+49,9.284163254434457e+49,48.013098621220436,46.185058377659445,49.841138865195695,0.0
GRB090809A,2,"[6, 18, 30]","[182.21318114587672, 0.7745966668312573, 53.7715, 3.0, 17.723441640136294]","[2.8445147050977075, 3.239899230267487, 127.9271007570681, 4.358311166633202, 3.0444083373204975]",3.1593167756817255e-08,6.486777597748443e-10,"[1740.819508804334, 22.035689984864987, 89, 10, 79, 295.24704357328324, 1799.563825209028]",359530.0,8.868,2.874849,2.737,,3.66e-11,,,3.0,1.4752125724316727,103.88256369493578,102.40735112250411,180.73796857344504,182.21318114587672,284.6205322683808,69.41870821620002,4.486473518325001e-10,3.1144520404984754e-08,1.070203770229004,7.184405502610755e+28,5.483547545167769e+50,1.1258938529362014e+49,1.9726137329907779e+49,48.75921357930873,48.36445506380654,76.16283978281531,0.0
GRB090809A,3,"[39, 53, 78]","[4139.094147362195, 332.29263173803963, 2658.98292376748, 3.0, 0.6927352539777994]","[243.88169801258294, 267.3275525689172, nan, nan, 0.0829124722984575]",6.771816084489994e-08,2.5354109360172635e-11,"[1684.8066331635587, 20.0572218233757, 89, 5, 84, 276.8744458836469, 1721.107767719592]",359530.0,8.868,2.874849,2.737,,3.66e-11,,,3.0,632.8484088005425,5696.858114741399,5064.009705940856,3506.2457385616526,4139.094147362195,9203.103853303051,8.001931640373138,7.522625166770967e-09,6.019553567812897e-08,1.070203770229004,7.184405502610755e+28,1.1753672740974174e+51,4.4006496978097245e+47,7.710122693658544e+47,1107.598112754133,938.2514687079616,2462.6983819381994,0.0
GRB091104A,1,"[36, 46, 65]","[208.8118964507228, 10.485564152114547, 11.93953340235491, 2.9999999999999067, 14.37106214964259]","[nan, nan, nan, nan, 3.6725914387152123]",8.316132333119283e-09,4.1525841493177517e-10,"[2957.1853793073083, 36.96481724134135, 90, 10, 80, 344.89699174071046, 3375.4574125688346]",374875.0,107.136,19.64406,,,2.89e-11,3.0867478145919186e-07,0.87255,3.0,19.9696651542761,42.70840201997353,22.738736865697433,188.8422312964467,208.8118964507228,231.55063331642023,1.1386639029762795,3.888470867583995e-09,4.4276614655352895e-09,1.4766335925653322,,,,,,,,1.199145954184049e-07
