GRBname,pulse_num,t_start,t_stop,t_peak,rise,decay,sharp,amplitude,fluence_rise,fluence_decay,chisq,rchisq,deltaAIC,BIC,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,t_rise,t_decay,duration,t_ratio,fluence,peak_flux,underlying_index,d_l,e_iso,L_p,L_iso,t_peak_z,t_start_z,t_end_z,afterglow_fluence
GRB060923B,1,1.949280419584631,9.8087708775288,6.272000144004242,0.9386666615756322,0.7680000066721044,1.000000000007493,0.1044009043219735,4.3711449040685336e-08,3.576391335614596e-08,1550.331438525603,0.1414794158172662,-21429.25424248745,-56934.1165035132,230702.0,8.948,1.296341,1.51,,3.92e-11,4.505506141825202e-07,1.26359,1.0,4.322719724419611,3.536770733524559,7.85949045794417,0.8181818297274462,7.947536239683129e-08,4.7037891563475694e-08,0.6477324549232282,3.462561204324056e+28,4.770496449305871e+50,2.8234422331535293e+50,1.5235015745397057e+50,2.4988048382487023,0.7766057448544347,3.9078768436369726,0.0
GRB050922C,1,-4.27136722014523,4.913749268572388,0.4032010065017247,1.216000000635783,1.1733333269755046,1.134125672728845,0.3834638172636759,2.128626077067222e-07,2.0539374305807908e-07,1048.0159616203596,0.145760217193374,-13846.075997076452,-41397.30634607364,156467.0,4.552,0.4480179,2.1995,,3.04e-11,4.813193581852361e-07,0.43828,1.0,4.674568226646954,4.510548262070663,9.185116488717618,0.9649122749687745,4.182563507648013e-07,1.8456855841261315e-07,0.7199950324762324,5.504473463381838e+28,4.977392146557116e+51,2.196428318337493e+51,1.7338012198833733e+51,0.12602000515759484,-1.335010851740969,1.535786613087166,2.651785584576109e-07
GRB050908A,1,-1.4038173545247463,9.010007299347375,0.9540295935473064,0.5119999593600579,1.7493333319822948,1.0,0.0682016094899409,1.8570215500696152e-11,6.344824128124007e-11,1392.9649023427578,0.148313980232406,-17923.458113496705,-55535.82151922248,154112.0,18.284,3.28172,3.3467,,2.51e-11,5.371757881951324e-10,0.51249,3.0,2.3578469480720528,8.05597770580007,10.41382465387212,3.4166669352254706,8.201845678193623e-11,3.663625333393563e-11,1.2096361424966884,9.156861674086194e+28,1.988177239796558e+48,8.880850468036816e+47,8.298593740014994e+47,0.219483652781951,-0.32296163860509036,2.0728385440328005,0.0
GRB050822A,1,-0.5437280087828926,7.708736909149964,0.5369519553111222,0.234666674786429,1.5573333302349373,1.0000000062272532,0.1223938304772389,1.294534967452951e-08,8.591004469654115e-08,1207.9365778874817,0.2096748095621388,-8997.630637186638,-30202.783270258748,151486.0,104.292,15.82051,1.434,,3.26e-11,4.552677394909937e-07,1.02985,3.0,1.0806799640940148,7.171784953838842,8.252464917932857,6.636363393533709,9.885539437107066e-08,5.572196252901644e-08,0.08262536564314037,3.2477980372463377e+28,5.383536887798587e+50,3.0345459915870617e+50,1.5878321101889686e+50,0.22060474745732217,-0.2233886642493396,3.1671063718775527,4.1623010939230526e-07
GRB050822A,2,42.70090560485699,51.73931932831727,48.39903615493594,1.2373333275318146,0.7253332750968967,1.0,0.1538307521770927,8.578921918883595e-08,5.0290228136317594e-08,1028.211102124474,0.1784778861524864,-9926.493441254112,-30382.508746021755,151486.0,104.292,15.82051,1.434,,3.26e-11,4.552677394909937e-07,1.02985,3.0,5.69813055007895,3.34028317338133,9.03841372346028,0.5862068522342032,1.3607944732515355e-07,7.003417880786424e-08,0.08262536564314037,3.2477980372463377e+28,7.41071065476014e+50,3.8139707743572044e+50,1.995667634340223e+50,19.88456703160885,17.543510930508212,21.25691015953873,4.1623010939230526e-07
GRB050822A,3,52.91399809550073,60.18402676464318,57.13847421900224,0.917333334684372,0.6613333324591318,1.0,0.0810617149138513,3.35155077721539e-08,2.4162342744957342e-08,951.3072178809276,0.1651288349038235,-10374.734898606655,-30459.412630265306,151486.0,104.292,15.82051,1.434,,3.26e-11,4.552677394909937e-07,1.02985,3.0,4.2244761235015105,3.0455525456409376,7.270028669142448,0.7209302305433775,5.767785051711124e-08,3.690478370809245e-08,0.08262536564314037,3.2477980372463377e+28,3.141061121077981e+50,2.0097867768649135e+50,1.0516248445008718e+50,23.47513320419155,21.739522635785015,24.7263873314064,4.1623010939230526e-07
GRB050822A,4,57.67706513758203,61.01734857768811,60.23139954103049,0.554666668176651,0.1706666648387909,1.0,0.0951826839048183,2.379539156682181e-08,7.321658845289024e-09,876.9528143961118,0.1522223250123436,-10843.994293434567,-30533.767033750115,151486.0,104.292,15.82051,1.434,,3.26e-11,4.552677394909937e-07,1.02985,3.0,2.5543344034484647,0.7859490366576196,3.3402834401060844,0.3076923035592182,3.1117050412110834e-08,4.3333605340032416e-08,0.08262536564314037,3.2477980372463377e+28,1.694594309181274e+50,2.3598920859461004e+50,1.2348181292112821e+50,24.745850263365032,23.696411313714883,25.068754551227652,4.1623010939230526e-07
GRB060904B,1,-2.882295480866248,11.264787254577309,1.3421805809968526,0.9173333212997624,2.1546666622161865,1.0,0.1539819228963298,2.5126790948023444e-10,5.901874218138203e-10,1687.8132215434332,0.1610816206855729,-19130.32350824011,-57784.93719254499,228006.0,189.98,21.16182,0.7029,,3.53e-11,1.7968182705699479e-09,0.92706,3.0,4.2244760618631005,9.922606673580455,14.147082735443558,2.3488372352628115,8.414553312940548e-10,2.766775323976184e-10,-0.2999999999999105,1.3423169551391888e+28,1.1188244194833777e+48,3.678788024229444e+47,1.346741331458332e+47,0.7881734576292516,-1.6925805865677657,6.615060928168012,5.7234178473505895e-08
GRB050418A,1,-8.074658986217667,-5.243127372903395,-7.207999941673322,0.188192620368577,0.4266666571299235,1.0,0.1192422544970533,1.1237493882371067e-08,2.5477428072996884e-08,2802.095290849985,0.2980318326792155,-11377.690669678508,-45815.05442472402,114893.0,81.76,1.371417,,,,5.058255200532292e-07,0.89365,4.0,0.8666590445443454,1.9648725687699269,2.8315316133142723,2.267180595574328,3.671492195536795e-08,6.031577539329149e-08,False,,,,,,,,0.0
GRB050418A,2,-11.096529253254833,11.106531207586842,1.4786554468651631,2.7306666669574877,2.0906666613938305,1.000000001167644,0.214512368828685,2.9333084133123554e-07,2.245814248038957e-07,2150.567402558057,0.2287350991872002,-13867.119075886354,-46466.58231301595,114893.0,81.76,1.371417,,,,5.058255200532292e-07,0.89365,4.0,12.575184700119996,9.627875760721679,22.203060460841677,0.7656249979874894,5.179122661351313e-07,1.0850583052061969e-07,False,,,,,,,,0.0
GRB050418A,3,48.02683257494633,52.64428285580957,49.30399963088133,0.2773333202548956,0.7253333329075677,1.0000000420843231,0.0860993102867347,1.1957445679703849e-08,3.1273320926419364e-08,1978.038040121848,0.2103848160095562,-14653.791217766458,-46639.11167545216,114893.0,81.76,1.371417,,,,5.058255200532292e-07,0.89365,4.0,1.2771670559349957,3.3402832249282426,4.617450280863238,2.615384737185277,4.3230766606123215e-08,4.3551228402011926e-08,False,,,,,,,,0.0
GRB050418A,4,58.7043796248583,66.07265175199467,60.07979030745059,0.2986666349003077,1.3013333280881243,1.0,0.1197082841863442,1.790389882951927e-08,7.800985288279141e-08,1907.278624644452,0.2028588198941131,-14996.469812763751,-46709.87109092956,114893.0,81.76,1.371417,,,,5.058255200532292e-07,0.89365,4.0,1.375410682592289,5.992861444544083,7.368272127136372,4.357143303009039,9.591375171231068e-08,6.05515051032373e-08,False,,,,,,,,0.0
GRB050418A,5,64.60235659553291,73.14955244352547,70.10399989788452,1.1946666638056438,0.6613333324591318,1.0,0.1565784946674243,9.367324368275612e-08,5.18548313800206e-08,1742.3761686225037,0.1853197371434273,-15847.122494637211,-46874.7735469515,114893.0,81.76,1.371417,,,,5.058255200532292e-07,0.89365,4.0,5.50164330235161,3.0455525456409447,8.547195847992555,0.5535714291653842,1.4552807506277672e-07,7.920139849430166e-08,False,,,,,,,,0.0
GRB050418A,6,70.49153886345584,78.05626574868732,76.28788838556878,1.2586666643619535,0.383999900019527,1.0000027874529602,0.1621478318776464,1.0220169359579457e-07,3.1180169646032416e-08,1575.0453846854475,0.1675223765885394,-16796.906912037797,-47042.10433088856,114893.0,81.76,1.371417,,,,5.058255200532292e-07,0.89365,4.0,5.7963495221129335,1.768377363118546,7.5647268852314795,0.30508466688770736,1.3338186324182698e-07,8.201851138501406e-08,False,,,,,,,,0.0
GRB050915A,1,-0.6933408416853419,2.381847721760828,0.0240005868234456,0.155768713389228,0.5120000044346723,1.0000000057516714,0.0657665498299445,4.974734170860872e-09,1.6351575756921043e-08,1486.5204941719123,0.1581068383505544,-17341.063644329086,-55407.61863514272,155242.0,53.42,11.27224,2.5273,,3.08e-11,4.905108568558933e-07,0.91711,3.0,0.7173414285087876,2.3578471349373826,3.07518856344617,3.2869245260780287,2.1326309927781913e-08,3.225920670954188e-08,0.905790446634572,6.521531276799831e+28,3.2313376806436373e+50,4.88787748753572e+50,3.706406018940639e+50,0.006804237468728376,-0.1965641827135038,0.6752608855954493,0.0
